Date,Open,High,Low,Close,Volume
2008-02-13,23.925,24.239,23.805,24.165,106643127
2008-02-14,24.111,24.23,23.747,23.781,81725386
2008-02-15,23.747,23.898,23.572,23.713,81082676
2008-02-19,24.039,24.067,23.421,23.506,81809048
2008-02-20,23.488,23.58,23.295,23.547,111254317
2008-02-21,23.88,24.165,23.329,23.446,118375534
2008-02-22,23.461,23.687,22.695,23.095,150636933
2008-02-25,23.07,23.564,22.929,23.23,131746357
2008-02-26,23.088,24.081,23.088,23.677,129720485
2008-02-27,23.538,23.932,23.446,23.58,90110369
2008-02-28,23.381,23.588,23.197,23.303,99435977
2008-02-29,23.037,23.223,22.544,22.687,140688652
2008-03-03,22.695,22.854,22.419,22.519,91670943
2008-03-04,22.544,23.054,22.496,23.02,104149235
2008-03-05,23.131,23.705,23.113,23.454,127558303
2008-03-06,23.446,23.506,22.947,23.004,109213650
2008-03-07,22.796,23.421,22.796,23.254,92988535
2008-03-10,23.238,23.58,23.154,23.404,86929919
2008-03-11,23.677,24.481,23.677,24.431,118350960
2008-03-12,24.541,24.605,23.812,23.889,91075603
2008-03-13,23.781,24.19,23.496,23.88,101337206
2008-03-14,23.946,24.206,23.062,23.329,126083249
2008-03-17,22.829,23.971,22.764,23.614,101264195
2008-03-18,23.979,24.596,23.925,24.549,99865386
2008-03-19,24.591,24.69,23.88,23.88,73644474
2008-03-20,23.938,24.381,23.854,24.349,72116310
2008-03-24,24.448,24.532,24.247,24.34,57880159
2008-03-25,24.472,24.505,24.147,24.315,58929652
2008-03-26,24.23,24.255,23.677,23.828,54958624
2008-03-27,23.739,23.774,23.365,23.404,57156201
2008-03-28,23.555,23.722,23.223,23.289,59021773
2008-03-31,23.238,23.854,23.23,23.677,55995689
2008-04-01,24.067,24.645,23.889,24.605,78800469
2008-04-02,24.664,24.682,24.198,24.331,59320973
2008-04-03,24.262,24.463,24.03,24.198,46628262
2008-04-04,24.323,24.413,23.979,24.331,52504231
2008-04-07,24.655,24.69,24.222,24.331,53190472
2008-04-08,24.129,24.198,23.812,23.988,53606062
2008-04-09,23.946,24.23,23.812,24.105,54937433
2008-04-10,24.058,24.532,24.03,24.289,78607763
2008-04-11,24.067,24.206,23.538,23.596,58738751
2008-04-14,23.53,23.621,23.303,23.413,51949573
2008-04-15,23.446,23.765,23.389,23.572,40783598
2008-04-16,23.805,24.239,23.677,24.157,64786052
2008-04-17,24.298,24.481,24.111,24.381,58399607
2008-04-18,25.023,25.116,24.708,25.032,88172912
2008-04-21,25.198,25.531,25.131,25.381,65136347
2008-04-22,25.558,25.616,25.006,25.24,80715144
2008-04-23,25.407,26.249,25.283,26.241,117872266
2008-04-24,26.391,26.784,26,26.533,139564768
2008-04-25,25.074,25.357,24.7,24.891,174013238
2008-04-28,24.864,24.891,24.048,24.19,116770895
2008-04-29,24.03,24.111,23.739,23.898,101153944
2008-04-30,23.979,24.372,23.79,23.797,89410196
2008-05-01,23.781,24.605,23.765,24.532,85893116
2008-05-02,24.69,24.716,24.081,24.397,79047425
2008-05-05,24.974,25.224,24.19,24.262,143329397
2008-05-06,24.198,24.916,24.138,24.78,112095850
2008-05-07,24.774,25.148,24.64,24.724,61971503
2008-05-08,24.431,24.523,24.198,24.423,83396863
2008-05-09,24.372,24.655,24.157,24.523,61849734
2008-05-12,24.532,25.081,24.49,25.023,77036879
2008-05-13,25.049,25.14,24.64,24.848,84981015
2008-05-14,24.989,25.247,24.805,24.974,79975008
2008-05-15,24.989,25.474,24.982,25.407,63945063
2008-05-16,25.433,25.433,24.965,25.023,97721409
2008-05-19,24.939,24.939,24.456,24.583,71447408
2008-05-20,24.431,24.456,23.889,23.996,90755504
2008-05-21,24.03,24.239,23.522,23.572,72022659
2008-05-22,23.596,23.946,23.514,23.756,62558749
2008-05-23,23.572,23.638,23.32,23.404,58598019
2008-05-27,23.404,23.781,23.404,23.732,56624318
2008-05-28,23.828,23.837,23.397,23.514,62364108
2008-05-29,23.496,23.932,23.479,23.621,57132673
2008-05-30,23.638,23.946,23.53,23.629,75939631
2008-06-02,23.564,23.664,22.988,23.197,92316869
2008-06-03,23.32,23.621,22.755,22.787,103807141
2008-06-04,22.737,23.062,22.695,22.98,95355886
2008-06-05,23.122,23.614,23.029,23.614,91108096
2008-06-06,23.346,23.506,22.937,22.937,94040701
2008-06-09,23.037,23.289,22.779,23.122,80024300
2008-06-10,22.82,23.605,22.796,23.272,92786124
2008-06-11,23.238,23.31,22.623,22.63,69634285
2008-06-12,22.863,23.818,22.687,23.564,136550223
2008-06-13,23.872,24.673,23.781,24.255,158074732
2008-06-16,24.206,24.289,23.898,24.138,89549143
2008-06-17,24.198,24.298,24.022,24.03,53035712
2008-06-18,23.828,24.081,23.747,23.747,59537560
2008-06-19,23.79,24.358,23.638,24.138,74351088
2008-06-20,24.12,24.129,23.446,23.555,116823283
2008-06-23,23.596,23.705,23.188,23.338,68487291
2008-06-24,23.281,23.373,22.954,23.139,78161221
2008-06-25,23.197,23.925,23.161,23.655,76992455
2008-06-26,23.32,23.53,23.154,23.154,80332649
2008-06-27,23.095,23.289,22.912,23.054,87244260
2008-06-30,23.07,23.346,22.937,22.954,69302663
2008-07-01,22.711,22.846,19.349,22.419,120047494
2008-07-02,22.428,22.527,21.594,21.594,101455998
2008-07-03,21.645,21.777,21.359,21.676,44435371
2008-07-07,21.777,22.018,21.234,21.72,85633331
2008-07-08,21.609,21.861,21.287,21.57,78561487
2008-07-09,21.485,21.57,21.01,21.051,64953081
2008-07-10,21.01,21.419,20.842,21.234,68262153
2008-07-11,20.952,21.394,20.752,21.067,81623144
2008-07-14,21.216,21.536,20.919,20.985,61379077
2008-07-15,20.802,22.228,20.802,21.82,111110826
2008-07-16,21.752,22.771,21.626,22.746,98329403
2008-07-17,23.013,23.289,22.623,22.963,115402065
2008-07-18,21.928,22.087,20.952,21.578,180055290
2008-07-21,21.419,21.836,21.303,21.394,92880190
2008-07-22,21.327,21.645,21.26,21.527,105945344
2008-07-23,21.626,22.394,21.57,22.052,93381616
2008-07-24,21.759,21.836,21.225,21.225,97181720
2008-07-25,21.41,21.877,21.278,21.828,70113632
2008-07-28,21.635,21.786,21.145,21.278,71541216
2008-07-29,21.296,21.852,21.192,21.786,79495826
2008-07-30,21.843,22.102,21.609,21.886,62281714
2008-07-31,21.57,21.928,21.452,21.46,71672285
2008-08-01,21.652,21.652,20.919,21.225,99147958
2008-08-04,21.161,21.319,20.952,21.093,72395296
2008-08-05,21.419,21.928,21.278,21.869,101020417
2008-08-06,22.304,22.661,22.011,22.544,114471660
2008-08-07,22.445,23.154,22.304,22.854,98919313
2008-08-08,22.787,23.555,22.687,23.47,96853394
2008-08-11,23.246,23.696,23.079,23.281,82370695
2008-08-12,23.139,23.664,23.013,23.461,75260264
2008-08-13,23.413,23.781,23.161,23.289,61318213
2008-08-14,23.197,23.596,22.997,23.289,59602477
2008-08-15,23.346,23.488,23.013,23.204,56649019
2008-08-18,23.179,23.404,22.988,23.104,45592123
2008-08-19,22.963,23.154,22.755,22.796,48309425
2008-08-20,22.947,23.013,22.67,22.771,49716827
2008-08-21,22.544,22.72,22.41,22.679,52270683
2008-08-22,22.711,23.262,22.711,23.23,57443523
2008-08-25,23.037,23.23,22.912,23.079,61569474
2008-08-26,22.988,23.131,22.67,22.755,53660200
2008-08-27,22.796,23.188,22.638,22.997,40716069
2008-08-28,23.037,23.373,23.029,23.31,57972780
2008-08-29,23.113,23.179,22.771,22.771,60804421
2008-09-02,23.088,23.161,22.579,22.613,79185622
2008-09-03,22.527,22.679,22.394,22.445,68465502
2008-09-04,22.243,22.437,21.987,21.987,79265935
2008-09-05,21.72,21.877,21.385,21.402,98622522
2008-09-08,21.869,21.969,21.419,21.795,74437231
2008-09-09,21.852,22.194,21.737,21.777,102702732
2008-09-10,22.155,22.41,21.902,22.06,89936413
2008-09-11,22.06,22.912,21.72,22.811,87365216
2008-09-12,22.695,23.147,22.48,23.046,90569460
2008-09-15,22.472,22.937,22.304,22.377,98651918
2008-09-16,21.777,22.102,21.296,21.685,133840990
2008-09-17,21.452,21.586,20.442,20.499,124114397
2008-09-18,20.693,21.153,20.033,21.076,158499993
2008-09-19,21.902,22.027,19.607,20.994,161702236
2008-09-22,21.861,21.962,21.127,21.192,126014428
2008-09-23,21.429,21.836,21.145,21.225,110374764
2008-09-24,21.287,21.768,21.243,21.46,96175811
2008-09-25,21.544,22.428,21.476,22.203,115230787
2008-09-26,21.886,22.997,21.812,22.863,120710336
2008-09-29,22.419,23.079,20.867,20.867,161017835
2008-09-30,21.519,22.269,21.311,22.269,128331380
2008-10-01,21.962,22.519,21.928,22.096,106563743
2008-10-02,21.919,22.136,21.443,21.902,112428664
2008-10-03,22.018,22.92,21.895,21.962,136968235
2008-10-06,21.394,21.685,20.142,20.786,175416841
2008-10-07,20.859,21.033,19.307,19.385,174896069
2008-10-08,19.067,20.275,18.772,19.199,205656403
2008-10-09,19.774,19.95,18.418,18.606,158147238
2008-10-10,18.18,18.648,17.23,17.939,273736143
2008-10-13,19.117,21.278,18.882,21.278,173661022
2008-10-14,21.402,21.468,19.693,20.109,198555611
2008-10-15,19.851,20.233,18.756,18.907,135728016
2008-10-16,19.134,20.185,17.78,20.185,193102042
2008-10-17,19.591,20.952,19.448,19.967,160179812
2008-10-20,20.193,20.65,19.199,20.628,112024104
2008-10-21,20.275,20.867,19.416,19.491,120199278
2008-10-22,19.225,19.242,17.44,17.966,179765618
2008-10-23,17.983,18.85,17.43,18.622,184891776
2008-10-24,17.572,19.075,17.478,18.322,184448265
2008-10-27,18.081,18.322,17.54,17.674,141048334
2008-10-28,18.055,19.367,17.807,19.274,160709348
2008-10-29,19.29,20.002,18.941,19.19,133937209
2008-10-30,19.724,19.924,18.683,18.882,114231391
2008-10-31,18.816,19.117,18.455,18.629,108006760
2008-11-03,18.741,19.117,18.533,18.874,74213060
2008-11-04,19.298,19.74,19.083,19.632,86425603
2008-11-05,19.466,19.474,18.399,18.425,97291930
2008-11-06,18.29,18.425,17.408,17.423,114407088
2008-11-07,17.78,17.974,17.523,17.939,85407063
2008-11-10,18.229,18.331,17.683,17.772,80405061
2008-11-11,17.772,17.772,17.347,17.692,93488462
2008-11-12,17.408,17.523,16.92,16.938,107952002
2008-11-13,16.779,17.73,15.636,17.73,177798695
2008-11-14,17.106,17.807,16.397,16.736,115687274
2008-11-17,16.413,16.888,15.979,16.122,116587724
2008-11-18,16.246,16.406,15.646,16.37,130552222
2008-11-19,16.354,16.645,15.228,15.261,123445423
2008-11-20,15.105,15.718,14.602,14.626,167143182
2008-11-21,15.019,16.438,15.003,16.421,188180562
2008-11-24,16.603,17.47,16.58,17.266,150151577
2008-11-25,17.399,17.462,16.312,16.679,111389687
2008-11-26,16.546,17.256,16.461,17.097,95490057
2008-11-28,16.895,16.947,16.705,16.871,37598654
2008-12-01,16.603,16.645,15.52,15.529,95419550
2008-12-02,15.844,16.114,15.487,15.979,95505083
2008-12-03,15.52,16.603,15.52,16.58,97015056
2008-12-04,16.152,16.622,15.677,15.946,94329863
2008-12-05,15.812,16.672,15.411,16.58,110254540
2008-12-08,17.021,17.73,16.805,17.532,128505360
2008-12-09,17.162,17.73,17.071,17.187,96457013
2008-12-10,17.364,17.488,16.938,17.195,73703400
2008-12-11,16.771,16.788,16.114,16.228,100139817
2008-12-12,16.02,16.563,15.604,16.152,93607850
2008-12-15,16.131,16.221,15.763,15.887,71797734
2008-12-16,16.001,16.839,15.851,16.779,117076724
2008-12-17,16.488,16.729,16.272,16.406,94587203
2008-12-18,16.563,16.705,15.844,16.105,96745674
2008-12-19,16.204,16.522,15.946,15.955,135981576
2008-12-22,16.088,16.095,15.763,16.001,70188505
2008-12-23,16.131,16.328,15.859,16.088,56941440
2008-12-24,16.071,16.228,15.939,15.994,20247216
2008-12-26,16.02,16.131,15.931,15.963,27686006
2008-12-29,15.979,16.028,15.554,15.821,70126338
2008-12-30,15.851,16.263,15.851,16.138,51788647
2008-12-31,16.105,16.421,16.08,16.221,55632239
2009-01-02,16.304,17.021,16.16,16.964,60023474
2009-01-05,16.854,17.248,16.736,17.123,73674218
2009-01-06,17.337,17.523,17.195,17.321,69604964
2009-01-07,16.798,16.929,16.255,16.28,87138384
2009-01-08,16.421,16.846,16.312,16.788,83458522
2009-01-09,16.846,16.938,16.196,16.289,59694887
2009-01-12,16.461,16.512,16.105,16.246,62512929
2009-01-13,16.312,16.679,16.289,16.538,78880550
2009-01-14,16.272,16.421,15.859,15.931,96186537
2009-01-15,15.931,16.105,15.452,16.053,115257569
2009-01-16,16.388,16.613,15.979,16.446,95432999
2009-01-20,16.272,16.37,15.328,15.419,107097057
2009-01-21,15.763,16.228,15.404,16.168,81846720
2009-01-22,15.034,15.169,14.242,14.275,266480346
2009-01-23,14.168,14.594,13.974,14.352,140003630
2009-01-26,14.402,14.859,14.377,14.709,110831005
2009-01-27,14.877,14.993,14.544,14.735,73903565
2009-01-28,14.859,15.277,14.821,15.051,76876111
2009-01-29,14.812,14.986,14.652,14.677,58282499
2009-01-30,14.803,14.843,14.267,14.267,74740530
2009-02-02,14.22,15.127,14.186,14.877,106472531
2009-02-03,14.892,15.529,14.686,15.434,103517885
2009-02-04,15.469,15.851,15.434,15.544,90583729
2009-02-05,15.434,15.971,15.228,15.887,90079783
2009-02-06,15.939,16.629,15.903,16.406,103926987
2009-02-09,16.453,16.495,16.071,16.221,62521201
2009-02-10,16.063,16.522,15.604,15.686,100599036
2009-02-11,15.844,16.263,15.789,16.028,70229672
2009-02-12,15.821,16.122,15.469,16.071,90224595
2009-02-13,16.095,16.246,15.887,15.931,56808784
2009-02-17,15.426,15.434,14.927,15.096,90873645
2009-02-18,15.186,15.396,15.019,15.118,65844934
2009-02-19,15.337,15.337,14.859,14.944,58409331
2009-02-20,14.843,15.178,14.735,15.019,83190993
2009-02-23,15.051,15.144,14.319,14.361,84828800
2009-02-24,14.203,14.475,13.651,14.327,146995577
2009-02-25,14.186,14.384,13.733,14.15,126800642
2009-02-26,14.228,14.251,13.7,13.7,99700121
2009-02-27,13.583,13.785,13.434,13.475,111953185
2009-03-02,13.309,13.557,13.117,13.175,96563389
2009-03-03,13.343,13.552,13.049,13.249,95725813
2009-03-04,13.258,13.685,13.258,13.449,82507761
2009-03-05,13.192,13.249,12.742,12.742,107016171
2009-03-06,12.807,13.035,12.406,12.751,111237047
2009-03-09,12.691,13.134,12.601,12.642,79680065
2009-03-10,12.824,13.868,12.724,13.75,114077438
2009-03-11,13.901,14.352,13.709,14.275,101298642
2009-03-12,14.203,14.22,13.75,14.194,112293600
2009-03-13,14.168,14.228,13.5,13.893,99433941
2009-03-16,14.036,14.15,13.552,13.557,80333373
2009-03-17,13.668,14.1,13.566,14.1,75095920
2009-03-18,14.036,14.368,13.85,14.15,84762145
2009-03-19,14.475,14.56,14.116,14.301,70704466
2009-03-20,14.461,14.727,14.085,14.235,97964244
2009-03-23,14.568,15.511,14.443,15.292,85811168
2009-03-24,15.042,15.195,14.886,14.963,59983454
2009-03-25,15.019,15.277,14.619,14.918,88602075
2009-03-26,15.186,15.754,15.118,15.71,76435344
2009-03-27,15.452,15.529,15.06,15.127,57132785
2009-03-30,14.803,14.821,14.411,14.586,59246041
2009-03-31,14.843,15.677,14.837,15.328,110367980
2009-04-01,15.261,16.152,15.169,16.114,115211299
2009-04-02,16.255,16.595,15.851,16.095,118709000
2009-04-03,15.912,15.979,15.379,15.646,97588434
2009-04-06,15.544,15.654,15.237,15.654,56794136
2009-04-07,15.654,15.971,15.544,15.654,78847134
2009-04-08,15.835,16.37,15.821,16.01,67392961
2009-04-09,16.221,16.438,16.035,16.413,66663819
2009-04-13,16.397,16.563,16.16,16.345,53226495
2009-04-14,16.204,16.312,15.851,16.145,76186933
2009-04-15,16.053,16.063,15.443,15.71,86896601
2009-04-16,16.01,16.503,15.844,16.488,81102730
2009-04-17,16.429,16.429,15.851,16.02,73533359
2009-04-20,15.771,15.812,15.496,15.529,75428271
2009-04-21,15.529,15.922,15.496,15.828,72914279
2009-04-22,15.629,16.01,15.604,15.669,70927436
2009-04-23,15.727,15.805,15.411,15.789,102064827
2009-04-24,16.546,17.692,16.272,17.448,201021876
2009-04-27,17.106,17.373,16.92,17.021,81532614
2009-04-28,16.854,16.912,16.512,16.629,89043002
2009-04-29,16.779,17.43,16.736,16.895,92095959
2009-04-30,17.187,17.605,16.697,16.904,100311046
2009-05-01,16.83,16.982,16.572,16.888,75675355
2009-05-04,17.013,17.021,16.672,16.846,65093515
2009-05-05,16.788,16.888,16.388,16.512,80099094
2009-05-06,16.729,16.745,16.361,16.512,71443388
2009-05-07,16.663,16.679,15.971,16.122,82315989
2009-05-08,16.272,16.388,15.971,16.204,80998068
2009-05-11,15.987,16.461,15.859,16.122,76403168
2009-05-12,16.272,16.736,16.246,16.595,86181202
2009-05-13,16.672,16.688,16.413,16.479,59062789
2009-05-14,16.538,16.879,16.522,16.736,65219582
2009-05-15,16.745,17.106,16.672,16.871,73390147
2009-05-18,16.964,17.187,16.888,17.187,55135268
2009-05-19,17.062,17.304,16.895,16.947,61492748
2009-05-20,16.947,17.266,16.871,17.006,56854912
2009-05-21,16.788,16.879,16.28,16.538,69788424
2009-05-22,16.637,16.83,16.246,16.479,44725328
2009-05-26,16.272,17.062,16.228,16.973,53919792
2009-05-27,16.895,17.187,16.745,16.798,51405687
2009-05-28,16.956,17.214,16.729,17.062,54501430
2009-05-29,17.106,17.47,16.938,17.43,55239138
2009-06-01,17.558,17.939,17.408,17.854,68674765
2009-06-02,17.871,18.34,17.692,17.854,58637288
2009-06-03,17.78,18.156,17.764,18.133,66904734
2009-06-04,18.164,18.274,18.007,18.215,50730441
2009-06-05,18.274,18.615,18.199,18.472,70629744
2009-06-08,18.305,18.622,18.046,18.399,58713924
2009-06-09,18.399,18.622,18.257,18.425,57342182
2009-06-10,18.472,18.874,18.455,18.816,73339798
2009-06-11,18.85,19.408,18.833,19.048,78049384
2009-06-12,19.107,19.509,18.975,19.466,61036493
2009-06-15,19.385,19.641,19.209,19.542,82764447
2009-06-16,19.615,20.117,19.56,19.565,126172347
2009-06-17,19.658,19.876,19.331,19.759,103576490
2009-06-18,19.693,19.766,19.44,19.607,70501551
2009-06-19,20.076,20.308,19.817,20.084,138349283
2009-06-22,19.95,19.984,19.4,19.424,85423264
2009-06-23,19.5,19.74,19.367,19.474,68010949
2009-06-24,19.542,19.817,19.491,19.583,65046200
2009-06-25,19.551,19.959,19.358,19.851,69179358
2009-06-26,19.668,19.766,19.457,19.482,78259867
2009-06-29,19.693,20.05,19.65,19.909,75317629
2009-06-30,20.009,20.225,19.718,19.833,79615965
2009-07-01,20.084,20.275,19.993,20.057,65769558
2009-07-02,19.833,20.057,19.367,19.5,78372007
2009-07-06,19.341,19.424,19.083,19.358,58662353
2009-07-07,19.234,19.307,18.741,18.799,63296343
2009-07-08,18.582,18.933,18.358,18.823,87502497
2009-07-09,18.891,19.031,18.665,18.724,56285179
2009-07-10,18.515,18.807,18.481,18.683,51809272
2009-07-13,18.683,19.431,18.472,19.385,80960954
2009-07-14,19.349,19.376,19.075,19.282,54368745
2009-07-15,19.759,20.125,19.658,20.125,80528338
2009-07-16,19.959,20.393,19.909,20.393,77347149
2009-07-17,20.401,20.401,20.109,20.266,63327567
2009-07-20,20.351,20.467,20.15,20.467,57212558
2009-07-21,20.61,20.718,20.335,20.718,62316596
2009-07-22,20.584,20.778,20.451,20.693,79303797
2009-07-23,20.802,21.46,20.725,21.327,125500105
2009-07-24,19.676,19.933,19.031,19.565,257835838
2009-07-27,19.565,19.565,19.107,19.282,96912502
2009-07-28,19.19,19.65,19.107,19.583,84185216
2009-07-29,19.8,19.95,19.474,19.86,88196323
2009-07-30,20.193,20.384,19.783,19.868,81162096
2009-07-31,19.817,20.084,19.607,19.623,65026655
2009-08-03,19.851,19.909,19.607,19.883,56142952
2009-08-04,19.718,19.851,19.632,19.833,58882438
2009-08-05,19.967,20.233,19.851,19.868,63841069
2009-08-06,19.967,20.009,19.416,19.574,71527190
2009-08-07,19.817,19.876,19.607,19.658,55328601
2009-08-10,19.551,19.65,19.44,19.542,42258370
2009-08-11,19.474,19.527,19.234,19.298,40285112
2009-08-12,19.324,19.943,19.216,19.632,74231206
2009-08-13,19.724,19.9,19.527,19.709,46683206
2009-08-14,19.709,19.86,19.615,19.766,55524573
2009-08-17,19.535,19.693,19.385,19.4,50892033
2009-08-18,19.457,19.732,19.416,19.676,46540947
2009-08-19,19.424,19.791,19.4,19.732,50119639
2009-08-20,19.693,19.915,19.641,19.749,47344152
2009-08-21,19.967,20.375,19.833,20.367,82692398
2009-08-24,20.335,20.635,20.26,20.56,64908860
2009-08-25,20.526,20.709,20.41,20.56,52687221
2009-08-26,20.494,20.65,20.375,20.485,49209621
2009-08-27,20.375,20.675,20.275,20.602,54471346
2009-08-28,20.901,21.269,20.534,20.594,66864909
2009-08-31,20.494,20.735,20.266,20.568,59428158
2009-09-01,20.335,20.642,19.943,20.025,75005246
2009-09-02,19.876,20.142,19.841,19.909,48809365
2009-09-03,19.95,20.142,19.826,20.117,40881144
2009-09-04,20.142,20.693,20.092,20.543,53916724
2009-09-08,20.526,20.725,20.367,20.709,64377123
2009-09-09,20.628,20.817,20.584,20.675,59800832
2009-09-10,20.685,20.901,20.568,20.859,55434649
2009-09-11,20.793,21.004,20.7,20.744,65080236
2009-09-14,20.568,20.935,20.56,20.859,51282023
2009-09-15,20.817,21.084,20.744,21.026,53587939
2009-09-16,21.067,21.153,20.817,21.026,59574425
2009-09-17,20.911,21.178,20.911,21.111,50834101
2009-09-18,21.243,21.26,20.943,21.076,81486315
2009-09-21,20.943,21.169,20.943,21.111,34593149
2009-09-22,21.209,21.544,21.102,21.502,73479485
2009-09-23,21.626,21.902,21.394,21.452,72609388
2009-09-24,21.603,21.786,21.41,21.645,67430801
2009-09-25,21.429,21.544,21.296,21.319,60052584
2009-09-28,21.359,21.828,21.359,21.553,53164699
2009-09-29,21.609,21.662,21.436,21.485,46774704
2009-09-30,21.485,21.685,21.178,21.46,76131022
2009-10-01,21.185,21.252,20.693,20.761,90897823
2009-10-02,20.442,20.935,20.384,20.825,61377522
2009-10-05,20.833,20.911,20.459,20.56,72851634
2009-10-06,20.61,21.033,20.576,20.952,58284374
2009-10-07,20.833,21.01,20.761,20.943,46108181
2009-10-08,21.216,21.609,21.042,21.419,72502805
2009-10-09,21.327,21.519,21.243,21.319,47342417
2009-10-12,21.402,21.603,21.319,21.46,34926880
2009-10-13,21.327,21.645,21.296,21.536,44918322
2009-10-14,21.804,21.861,21.544,21.662,54326509
2009-10-15,21.635,22.287,21.609,22.287,78572029
2009-10-16,22.087,22.22,21.777,22.111,67670073
2009-10-19,22.145,22.179,21.902,21.995,57639917
2009-10-20,21.995,22.12,21.645,22.003,65430522
2009-10-21,22.052,22.32,22.018,22.179,73883921
2009-10-22,22.155,22.296,21.804,22.188,73447806
2009-10-23,24.239,24.49,23.262,23.381,337536908
2009-10-26,23.479,24.214,23.454,23.932,148770777
2009-10-27,23.971,24.096,23.732,23.854,82277922
2009-10-28,23.496,24.004,23.32,23.381,88121690
2009-10-29,23.404,23.705,23.238,23.547,78178401
2009-10-30,23.397,23.696,23.079,23.139,87833951
2009-11-02,23.054,23.404,22.872,23.262,74748324
2009-11-03,23.046,23.147,22.886,22.971,60231407
2009-11-04,23.113,23.687,23.046,23.413,76308409
2009-11-05,23.818,23.979,23.596,23.756,63076526
2009-11-06,23.629,23.889,23.53,23.797,46242505
2009-11-09,23.863,24.198,23.805,24.19,68797491
2009-11-10,24.096,24.431,24.039,24.206,78917791
2009-11-11,24.255,24.448,24.214,24.298,59514761
2009-11-12,24.206,24.605,24.198,24.499,66313883
2009-11-13,24.583,24.856,24.505,24.724,63551324
2009-11-16,24.682,24.864,24.505,24.645,64523375
2009-11-17,24.613,25.032,24.591,25.032,90433532
2009-11-18,25.023,25.148,24.873,25.123,71214497
2009-11-19,25.015,25.032,24.78,24.848,62185005
2009-11-20,24.757,24.841,24.556,24.716,51104336
2009-11-23,24.814,25.041,24.78,24.982,50134020
2009-11-24,24.982,25.023,24.823,24.956,44687531
2009-11-25,24.882,24.916,24.682,24.856,38391460
2009-11-27,24.206,24.523,23.988,24.381,35184863
2009-11-30,24.262,24.574,24.198,24.541,52938030
2009-12-01,24.613,25.074,24.541,25.041,59808149
2009-12-02,24.931,25.023,24.74,24.848,43494865
2009-12-03,24.848,25.198,24.831,24.891,51646144
2009-12-04,25.065,25.34,24.891,25.015,70481759
2009-12-07,24.789,25.099,24.765,24.856,45596416
